run,case,profile,rate,mode,repetition,source,Outcome,Planned,Offered,NotOffered,Admitted,QueueRejected,DictionaryRejected,LogicalCapRejected,Committed,ControlConsumed,Unknown,SqlRows,RetainedLogicalRecordBytes,DictionaryLogicalBytes,QueuePeakRecords,QueueAtSourceEnd,ObservedOfferedPerSecond,ObservedCommittedPerSecond,ObservedCommittedSqlRowsPerSecond,DatabaseBytes,DatabaseBytesBeforeIndexes,IndexPageBytes,PeakSampledPackageBytes,PeakSampledWalBytes,WorkerAllocatedBytes,SourceElapsedSeconds,WriterThroughDrainSeconds,DrainSeconds,IndexSeconds,CheckpointSeconds,FinalizationSeconds,WorkerElapsedSeconds,WorkerCpuSeconds,CommitTransactions,MeanCommittedPerTransaction,MaxOfferLatenessMicroseconds,MaxOfferedToCommitMicroseconds,OfferedPerSecond,CommittedPerSecond,PeakSampledDiagnosticRssBytes,PeakSampledWriterWorkerRssBytes,PeakSampledVerifierRssBytes,TransientPathMissObservations,ReopenSeconds,TimeToFirstQuerySeconds,TraversalSeconds,QueryMaximumMicroseconds,DatabaseSha256,WorkerReportSha256,SupervisorReportSha256,VerificationReportSha256
01,r1-10000-RepeatedStacks-producer-only,RepeatedStacks,10000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,100000,100000,0,100000,0,0,0,0,100000,0,0,7200000,26002,172,6,10000.097387948432,0,0,0,0,0,0,0,7561632,9.999902613,10.001262871,0.001360258,0.0,0.0,0.001046361,10.018482439,10.356987,0,,5267.633,0,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,138346496,64548864,0,0,,,,,,ab9ddcacfc73a9553a480503f105656aa2ecc25b96881bf676969b6e08db48a5,1f92ec43cb5fe7eb431b93467ea585233691357e9042d1a61ba8698328621757,
01,r1-10000-RepeatedStacks-sqlite,RepeatedStacks,10000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,100000,100000,0,100000,0,0,0,100000,0,0,101024,7200000,26002,303,8,10000.098191964156,9997.402361947672,10099.775762134017,13062144,3248128,9814016,15599904,2504992,141581992,9.999901809,10.002598313,0.002696504,0.318657379,0.00076973,0.325246204,10.442334997,11.25865,391,255.7544757033248,5074.564,45291.274,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,9728|9984|10240|9984|9984|9984|9984|9984|9984|9984|160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,158478336,83386368,62390272,0,0.024038147,0.040404334,0.184100333,13843.26,1bc581a442c4c208910d94ced57110040d40c8eea540f204e70aecaa64bdd135,1f1d7f16cb42daafd0bb7f64db2a0a0ac4ef4078439f025a9c7a979d8802c39a,5606f72b6129635a1330666e2cbe9064900f6fc87f27b6671b83bdd1c140abd2,e7f1fda627709a5f977269c90b4c7d8a6e72fc8d2828e261491c34a143967217
01,r1-10000-NovelStacks-producer-only,NovelStacks,10000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,dictionary-cap,100000,100000,0,100000,0,83616,0,0,16384,0,0,1179648,3462298,170,2,10000.098390968069,0,0,0,0,0,0,0,61607792,9.99990161,10.000881225,0.000979615,0.0,0.0,0.028758257,10.046673463,10.43621,0,,5733.377,0,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,152256512,78540800,0,0,,,,,,31fa57b7afa88b5df3ab2970ff6e9e5d143228d340f786199d17f46d2955a202,a74439dd7df8e9284cbe5dc6d6ae2bde78c4f47a90e1160ac7012a91d7836e4d,
01,r1-10000-NovelStacks-sqlite,NovelStacks,10000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,dictionary-cap,100000,100000,0,100000,0,83616,0,16384,0,0,147456,1179648,3462298,384,6,10000.097849957452,1638.205420349172,14743.848783142548,5738496,4345856,1392640,6483344,1293712,157760032,9.999902151,10.001187761,0.00128561,0.057119263,0.005163041,0.095008261,10.204444763,11.180243,64,256.0,5221.834,63310.179,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,9728|6656|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,162570240,87158784,73863168,0,0.022486499,0.035450445,0.164526657,10656.952,48b7e5f561c9bd1471e4a6aba0e5edbaa3aacb530e03b6ed7cc79fbe53388d18,c6518a54535cc0fb52bf0daa6168898bea851067d90d56994d3a44a2107bb00f,8bfc25b2de04a366987b4e9847b5ada30a88b8190f133845ba40de24c07ce161,831578f7bd22efc860bcc7571c8ac24c6f6b1c0f135991e5cf2425d24b524679
01,r1-10000-Activity-producer-only,Activity,10000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,100000,100000,0,100000,0,0,0,0,100000,0,0,13600000,0,168,3,10000.098915978428,0,0,0,0,0,0,0,7360760,9.999901085,10.000908601,0.001007516,0.0,0.0,0.001437379,10.018872817,10.389488,0,,5704.383,0,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,138063872,64450560,0,0,,,,,,65e9bea86855fff6b203d75c549aa3a4758b6fd2d0f3968f87a911a803dcbc05,4324bd98fcabfff18e6d8097c36e3c58890fc99f2b421fe7534732a4c8671e6a,
01,r1-10000-Activity-sqlite,Activity,10000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,100000,100000,0,100000,0,0,0,100000,0,0,500000,13600000,0,264,6,10000.097790956297,9995.413519545542,49977.067597727706,25817088,15896576,9920512,27979928,2130072,365493416,9.99990221,10.004588585,0.004686375,0.269480085,0.000731449,0.275501067,10.393150682,12.119637,391,255.7544757033248,5520.218,42898.521,10000|10000|10000|10000|10000|10000|10000|10000|10000|10000|0,9728|9984|9984|9984|10240|9984|9984|9984|9984|9984|160|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,160313344,85024768,62455808,0,0.02361796,0.03988583,0.442546315,13783.343,6d7f01d7ce6b68a217a265383a7e01364af30b6249e278f6148110d886fdb9af,e7281b6cb92737083a5b197cf866a8525ec53895b6f5d925932b84e53eb0cb1f,81c46307e4250b8d356cdb4e503ced12499e8dd0693c28908f9def684b6c689d,ebde145a160c8399753c1b29e3157de1b5c9167c434500eb3137aa6c608557cb
01,r1-50000-Numeric-producer-only,Numeric,50000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,500000,500000,0,500000,0,0,0,0,500000,0,0,36000000,0,852,15,50000.09544018217,0,0,0,0,0,0,0,36430640,9.999980912,10.001747487,0.001766575,0.0,0.0,0.001676308,10.019875234,10.499249,0,,6044.935,0,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,147083264,73355264,0,0,,,,,,1a2c5afa6dfabfe87ae3afbc79baee897d394bff571a96b85b298ac481503e76,accc7bf2a9ec34c054fa37b4d90318f2ba86c1c079eec3671093b8eaee0bd345,
01,r1-50000-Numeric-sqlite,Numeric,50000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,500000,500000,0,500000,0,0,0,500000,0,0,500000,36000000,0,1385,32,50000.09443017834,49979.157721634416,49979.157721634416,66301952,16039936,50262016,76684192,10349472,709030296,9.999981114,10.004170194,0.00418908,1.379697113,0.002414743,1.389704933,11.49891269,13.805002,1954,255.88536335721597,5192.056,32664.434,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,49664|50176|49920|49920|49920|50176|49920|49920|50176|49920|288|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,184164352,109002752,63033344,0,0.022717489,0.048994217,0.753752788,23786.292,84bce6187bcff9bf5d36f2fec16f2c30852b4018c35a197f0c3561ba8adf2a06,2a014749e909f89bd0fdc0df29541f003296f7ada6a61e71e92a579830c3d2e2,e321b73758681bbe646e52000443040038dbd58c82b2fccdbb3710b7d89dc7d2,b16425cdf9c656269b5bc06941583e56fced5d9ad2088e6e6c92743ce197da4d
01,r1-50000-RepeatedStacks-producer-only,RepeatedStacks,50000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,500000,500000,0,500000,0,0,0,0,500000,0,0,36000000,26002,1033,46,50000.09316017358,0,0,0,0,0,0,0,37096832,9.999981368,10.001424643,0.001443275,0.0,0.0,0.000775708,10.018909289,10.539261,0,,5511.119,0,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,147546112,73646080,0,0,,,,,,a82ea7b691a4c5d0b7fd4ac54014cfcf308ed41914a3460832f1e6bee8794862,38f3548707a76becbce40be4ef8d576d3f3cd04dd782d7117a2980d2baef52fb,
01,r1-50000-RepeatedStacks-sqlite,RepeatedStacks,50000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,complete-not-production-approval,500000,500000,0,500000,0,0,0,500000,0,0,501024,36000000,26002,3057,53,50000.05677006445,49972.29470018393,50074.6379597299,66306048,16052224,50253824,76688288,10349472,710388528,9.999988646,10.005544132,0.005555486,1.447901514,0.003063575,1.458114859,11.567483621,13.8917,1954,255.88536335721597,5365.962,66031.467,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,48896|50688|50176|49920|49920|49920|50176|49920|50176|49920|288|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,184758272,109604864,62787584,0,0.02447861,0.050005805,0.760503339,23109.477,9e33828832430ab89f204a5bdba8716eaf0a7612ee8e538e73abbe4ca3d8a6a7,6b711ce545adae5e926bff0aa50f4fdda9c11fd03617cc6286e49b635fa849fe,38e0438fbcb9f06d503641375da52a4ecc1100aba97267b0e7ef66976678180f,f4e83b4e87fab6261b812546165a54ff467fbbef3a16ab7298c50c5a1a125997
01,r1-50000-NovelStacks-producer-only,NovelStacks,50000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,dictionary-cap,500000,500000,0,500000,0,483616,0,0,16384,0,0,1179648,3462298,803,56,50000.08174013363,0,0,0,0,0,0,0,270053016,9.999983652,10.001685447,0.001701795,0.0,0.0,0.030595793,10.049499798,10.628556,0,,5744.355,0,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,152547328,78819328,0,0,,,,,,7007066a91e349612f07d4706d0c83861958ec3b1a80481c5e4abf4b955931ce,f1dea34c7eee98f825c6f886cd5d66f22f2b202db60186b6d981f49de33e09f1,
01,r1-50000-NovelStacks-sqlite,NovelStacks,50000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,queue-overload,500000,500000,0,11358,488642,0,0,11358,0,0,102222,817776,2426374,4096,4096,50000.09368517554,624.8507133624315,5623.656420261884,4157440,3084288,1073152,4897400,1157752,278717608,9.999981263,18.177141767,8.177160504,0.040649197,0.005056435,0.076650344,18.357915495,12.691764,9063,1.253227408142999,5211.113,8244450.921,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,2694|457|460|532|516|533|513|532|538|486|540|509|514|467|481|510|470|515|91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,164671488,89513984,72069120,0,0.023062004,0.036534066,0.1484611,10939.197,6f5b1ca386e9a2559b36a47540724bdd7a1e2a7e2b4816582bb4bb5c7492d291,700623465f471171bebcf6c702022c0beebae5506a98668591486f895d2a704d,48e9aad0a8d7eb3a45ab3894c8833332bf39f42c874197c298528e1af036eb13,ab3411049419bfe87d8aa189946ce3c175dea2a44a74242611c147ac36dccc44
01,r1-50000-Activity-producer-only,Activity,50000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,500000,500000,0,500000,0,0,0,0,500000,0,0,68000000,0,854,32,50000.0810251313,0,0,0,0,0,0,0,36426160,9.999983795,10.00107333,0.001089535,0.0,0.0,0.001583115,10.020140772,10.718217,0,,5684.221,0,50000|50000|50000|50000|50000|50000|50000|50000|50000|50000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,147275776,73457664,0,0,,,,,,5c2b6a792157230af8a3ee5616527640a75d4410700945cac746bb04376730a2,961cb9d7dd84533634ea59df8557c88037959f7cea28558664922714f1891038,
01,r1-50000-Activity-sqlite,Activity,50000,sqlite,1,edcea21f0363c19a8d568deecce31a53dda18780,queue-overload,500000,500000,0,13643,486357,0,0,13643,0,0,68215,1855448,0,4096,4096,50000.08094513104,754.7680287736006,3773.840143868003,3301376,2043904,1257472,4283360,1219552,248495872,9.999983811,18.07575239,8.075768579,0.046125538,0.004086418,0.055270769,18.222536705,12.442324,9053,1.5070142494200818,4973.162,8238120.131,50000|50000|50000|50000|50000|50000|49984|50016|50000|50000|0,5014|498|492|532|520|484|501|539|468|498|501|501|496|531|484|553|517|481|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,161992704,86892544,61943808,0,0.022358778,0.035506111,0.081084639,10733.35,d6105b58f9aa341be8a61383a09acf20e11199241800839ffbb67e9622217fe3,30b907e2aa88ac8834ceb32e8280b6cd60da869ba9c7ddc6b6ac542af791e542,20c2e31b78246317a9c443fea09d44e22694023a19d1338f5199b47d374c74f3,1d973c34361e9bed560df5c275709f300b69fd1c4277e6dcc76fc559a7b618c1
01,r1-100000-Numeric-producer-only,Numeric,100000,producer-only,1,edcea21f0363c19a8d568deecce31a53dda18780,control-complete,1000000,1000000,0,1000000,0,0,0,0,1000000,0,0,72000000,0,1663,25,100000.07787006063,0,0,0,0,0,0,0,72785280,9.999992213,10.00169718,0.001704967,0.0,0.0,0.00179596,10.020511303,10.673831,0,,5674.138,0,100000|99998|100002|100000|100000|100000|100000|100000|100000|100000|0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,147173376,73412608,0,0,,,,,,716a8ab8c4189d34332675a30be8eccdfd96a00bcedd3b33df02aa4808da6c60,827c1456a079ba24df3ecd008523e23b2c893b0577acb8529b72587c8a1494d8,
